Date,Expiry,Strike Price,Underlying Value,Spot_At_Expiry,Close,Realized_Payoff,PnL,Viable
2025-03-25,2025-04-17,22750.0,23668.65,23851.65,60.15,0.0,-60.15,False
2025-03-25,2025-04-17,22700.0,23668.65,23851.65,57.7,0.0,-57.7,False
2025-03-25,2025-04-17,21500.0,23668.65,23851.65,12.7,0.0,-12.7,False
2025-03-25,2025-04-17,21450.0,23668.65,23851.65,11.55,0.0,-11.55,False
2025-03-25,2025-04-17,24000.0,23668.65,23851.65,379.15,148.34999999999854,-230.80000000000143,False
2025-03-25,2025-04-17,22650.0,23668.65,23851.65,46.25,0.0,-46.25,False
2025-03-25,2025-04-17,21400.0,23668.65,23851.65,12.8,0.0,-12.8,False
2025-03-25,2025-04-17,21350.0,23668.65,23851.65,11.95,0.0,-11.95,False
2025-03-25,2025-04-17,23950.0,23668.65,23851.65,374.1,98.34999999999854,-275.7500000000015,False
2025-03-25,2025-04-17,23900.0,23668.65,23851.65,344.6,48.349999999998545,-296.2500000000015,False
2025-03-25,2025-04-17,22600.0,23668.65,23851.65,44.5,0.0,-44.5,False
2025-03-25,2025-04-17,22550.0,23668.65,23851.65,39.15,0.0,-39.15,False
2025-03-25,2025-04-17,21300.0,23668.65,23851.65,12.5,0.0,-12.5,False
2025-03-25,2025-04-17,21250.0,23668.65,23851.65,13.05,0.0,-13.05,False
2025-03-25,2025-04-17,23850.0,23668.65,23851.65,322.15,0.0,-322.15,False
2025-03-25,2025-04-17,23800.0,23668.65,23851.65,303.1,0.0,-303.1,False
2025-03-25,2025-04-17,22500.0,23668.65,23851.65,39.2,0.0,-39.2,False
2025-03-25,2025-04-17,22450.0,23668.65,23851.65,35.1,0.0,-35.1,False
2025-03-25,2025-04-17,21200.0,23668.65,23851.65,8.2,0.0,-8.2,False
2025-03-25,2025-04-17,24250.0,23668.65,23851.65,1727.8,398.34999999999854,-1329.4500000000014,False
2025-03-26,2025-04-17,23850.0,23486.85,23851.65,328.0,0.0,-328.0,False
2025-03-25,2025-04-17,24200.0,23668.65,23851.65,500.0,348.34999999999854,-151.65000000000146,False
2025-03-25,2025-04-17,21050.0,23668.65,23851.65,9.9,0.0,-9.9,False
2025-03-26,2025-04-17,21850.0,23486.85,23851.65,18.0,0.0,-18.0,False
2025-03-26,2025-04-17,21800.0,23486.85,23851.65,16.05,0.0,-16.05,False
2025-03-26,2025-04-17,23000.0,23486.85,23851.65,100.05,0.0,-100.05,False
2025-03-26,2025-04-17,22950.0,23486.85,23851.65,89.9,0.0,-89.9,False
2025-03-26,2025-04-17,21750.0,23486.85,23851.65,16.1,0.0,-16.1,False
2025-03-26,2025-04-17,22900.0,23486.85,23851.65,84.15,0.0,-84.15,False
2025-03-26,2025-04-17,21700.0,23486.85,23851.65,18.55,0.0,-18.55,False
2025-03-26,2025-04-17,21650.0,23486.85,23851.65,14.35,0.0,-14.35,False
2025-03-26,2025-04-17,22850.0,23486.85,23851.65,64.85,0.0,-64.85,False
2025-03-26,2025-04-17,22800.0,23486.85,23851.65,70.0,0.0,-70.0,False
2025-03-26,2025-04-17,21600.0,23486.85,23851.65,12.5,0.0,-12.5,False
2025-03-26,2025-04-17,21550.0,23486.85,23851.65,13.45,0.0,-13.45,False
2025-03-25,2025-04-17,23050.0,23668.65,23851.65,80.65,0.0,-80.65,False
