Date,Expiry,Strike Price,Underlying Value,Spot_At_Expiry,Close,Realized_Payoff,PnL,Viable
2025-04-09,2025-04-09,24800.0,22399.15,22399.15,2400.75,2400.8499999999985,0.09999999999854481,True
2025-03-20,2025-04-09,23850.0,23190.65,22399.15,1236.55,1450.8499999999985,214.2999999999986,True
2025-03-20,2025-04-09,22550.0,23190.65,22399.15,69.15,150.84999999999854,81.69999999999854,True
2025-03-20,2025-04-09,22500.0,23190.65,22399.15,57.8,100.84999999999854,43.04999999999855,True
2025-03-20,2025-04-09,24300.0,23190.65,22399.15,1634.55,1900.8499999999985,266.2999999999986,True
2025-03-20,2025-04-09,24250.0,23190.65,22399.15,1588.85,1850.8499999999985,261.99999999999864,True
2025-03-20,2025-04-09,23800.0,23190.65,22399.15,1194.55,1400.8499999999985,206.2999999999986,True
2025-03-20,2025-04-09,23750.0,23190.65,22399.15,1153.0,1350.8499999999985,197.84999999999854,True
2025-03-20,2025-04-09,22450.0,23190.65,22399.15,50.75,50.849999999998545,0.09999999999854481,True
2025-03-20,2025-04-09,24200.0,23190.65,22399.15,917.15,1800.8499999999985,883.6999999999986,True
2025-03-20,2025-04-09,24150.0,23190.65,22399.15,1498.45,1750.8499999999985,252.3999999999985,True
2025-03-20,2025-04-09,23700.0,23190.65,22399.15,486.7,1300.8499999999985,814.1499999999985,True
2025-03-20,2025-04-09,23650.0,23190.65,22399.15,470.0,1250.8499999999985,780.8499999999985,True
2025-03-20,2025-04-09,24350.0,23190.65,22399.15,1680.55,1950.8499999999985,270.2999999999986,True
2025-03-20,2025-04-09,22400.0,23190.65,22399.15,47.1,0.8499999999985448,-46.25000000000146,False
2025-03-20,2025-04-09,22100.0,23190.65,22399.15,27.85,0.0,-27.85,False
2025-03-20,2025-04-09,23600.0,23190.65,22399.15,419.1,1200.8499999999985,781.7499999999985,True
2025-03-20,2025-04-09,23550.0,23190.65,22399.15,387.65,1150.8499999999985,763.1999999999986,True
2025-03-20,2025-04-09,22300.0,23190.65,22399.15,39.9,0.0,-39.9,False
2025-03-20,2025-04-09,22250.0,23190.65,22399.15,36.35,0.0,-36.35,False
2025-03-20,2025-04-09,22050.0,23190.65,22399.15,25.8,0.0,-25.8,False
2025-03-20,2025-04-09,22000.0,23190.65,22399.15,24.35,0.0,-24.35,False
2025-03-20,2025-04-09,21150.0,23190.65,22399.15,20.7,0.0,-20.7,False
2025-03-20,2025-04-09,20800.0,23190.65,22399.15,5.55,0.0,-5.55,False
2025-03-20,2025-04-09,20750.0,23190.65,22399.15,6.2,0.0,-6.2,False
2025-03-20,2025-04-09,21100.0,23190.65,22399.15,31.2,0.0,-31.2,False
2025-03-20,2025-04-09,21050.0,23190.65,22399.15,17.75,0.0,-17.75,False
2025-03-20,2025-04-09,22350.0,23190.65,22399.15,47.65,0.0,-47.65,False
2025-03-20,2025-04-09,20700.0,23190.65,22399.15,5.5,0.0,-5.5,False
2025-03-20,2025-04-09,24400.0,23190.65,22399.15,1726.8,2000.8499999999985,274.0499999999986,True
2025-03-20,2025-04-09,23900.0,23190.65,22399.15,1279.1,1500.8499999999985,221.74999999999864,True
2025-03-20,2025-04-09,21500.0,23190.65,22399.15,10.95,0.0,-10.95,False
2025-03-20,2025-04-09,23100.0,23190.65,22399.15,184.1,700.8499999999985,516.7499999999985,True
2025-03-20,2025-04-09,23050.0,23190.65,22399.15,166.9,650.8499999999985,483.94999999999857,True
2025-03-20,2025-04-09,21450.0,23190.65,22399.15,65.0,0.0,-65.0,False
2025-03-20,2025-04-09,21400.0,23190.65,22399.15,18.35,0.0,-18.35,False
2025-03-20,2025-04-09,23000.0,23190.65,22399.15,152.65,600.8499999999985,448.19999999999857,True
2025-03-20,2025-04-09,21350.0,23190.65,22399.15,26.8,0.0,-26.8,False
2025-03-20,2025-04-09,21300.0,23190.65,22399.15,48.05,0.0,-48.05,False
2025-03-20,2025-04-09,22950.0,23190.65,22399.15,142.1,550.8499999999985,408.7499999999985,True
2025-03-20,2025-04-09,22900.0,23190.65,22399.15,125.65,500.84999999999854,375.19999999999857,True
2025-03-20,2025-04-09,21250.0,23190.65,22399.15,23.45,0.0,-23.45,False
2025-03-20,2025-04-09,21200.0,23190.65,22399.15,7.6,0.0,-7.6,False
2025-03-20,2025-04-09,22600.0,23190.65,22399.15,70.5,200.84999999999854,130.34999999999854,True
2025-03-20,2025-04-09,22850.0,23190.65,22399.15,111.05,450.84999999999854,339.79999999999853,True
2025-03-20,2025-04-09,22800.0,23190.65,22399.15,104.25,400.84999999999854,296.59999999999854,True
2025-03-20,2025-04-09,22750.0,23190.65,22399.15,91.35,350.84999999999854,259.4999999999985,True
2025-03-20,2025-04-09,24650.0,23190.65,22399.15,1961.9,2250.8499999999985,288.94999999999845,True
2025-03-20,2025-04-09,24600.0,23190.65,22399.15,1914.45,2200.8499999999985,286.3999999999985,True
2025-03-20,2025-04-09,24550.0,23190.65,22399.15,1867.2,2150.8499999999985,283.6499999999985,True
2025-03-20,2025-04-09,24050.0,23190.65,22399.15,1409.45,1650.8499999999985,241.3999999999985,True
2025-03-20,2025-04-09,24000.0,23190.65,22399.15,1365.6,1600.8499999999985,235.24999999999864,True
2025-03-20,2025-04-09,22700.0,23190.65,22399.15,85.85,300.84999999999854,214.99999999999855,True
2025-03-20,2025-04-09,22650.0,23190.65,22399.15,81.4,250.84999999999854,169.44999999999854,True
2025-03-20,2025-04-09,24500.0,23190.65,22399.15,1820.15,2100.8499999999985,280.69999999999845,True
2025-03-20,2025-04-09,24450.0,23190.65,22399.15,1773.35,2050.8499999999985,277.49999999999864,True
2025-03-20,2025-04-09,23950.0,23190.65,22399.15,1322.15,1550.8499999999985,228.69999999999845,True
2025-03-20,2025-04-09,24100.0,23190.65,22399.15,1453.75,1700.8499999999985,247.09999999999854,True
2025-03-20,2025-04-09,21550.0,23190.65,22399.15,78.75,0.0,-78.75,False
2025-03-20,2025-04-09,20650.0,23190.65,22399.15,5.0,0.0,-5.0,False
2025-03-20,2025-04-09,20850.0,23190.65,22399.15,13.2,0.0,-13.2,False
2025-03-21,2025-04-09,21850.0,23350.4,22399.15,11.95,0.0,-11.95,False
2025-03-21,2025-04-09,23450.0,23350.4,22399.15,241.55,1050.8499999999985,809.2999999999986,True
2025-03-21,2025-04-09,23400.0,23350.4,22399.15,220.85,1000.8499999999985,779.9999999999985,True
2025-03-21,2025-04-09,21800.0,23350.4,22399.15,12.2,0.0,-12.2,False
2025-03-21,2025-04-09,21750.0,23350.4,22399.15,113.05,0.0,-113.05,False
2025-03-21,2025-04-09,23350.0,23350.4,22399.15,204.05,950.8499999999985,746.7999999999986,True
2025-03-21,2025-04-09,23300.0,23350.4,22399.15,183.9,900.8499999999985,716.9499999999986,True
2025-03-21,2025-04-09,21700.0,23350.4,22399.15,11.05,0.0,-11.05,False
2025-03-21,2025-04-09,21650.0,23350.4,22399.15,23.45,0.0,-23.45,False
2025-03-21,2025-04-09,23250.0,23350.4,22399.15,166.3,850.8499999999985,684.5499999999986,True
2025-03-21,2025-04-09,21600.0,23350.4,22399.15,9.4,0.0,-9.4,False
2025-03-21,2025-04-09,23200.0,23350.4,22399.15,150.35,800.8499999999985,650.4999999999985,True
2025-03-21,2025-04-09,22150.0,23350.4,22399.15,19.75,0.0,-19.75,False
2025-03-21,2025-04-09,23150.0,23350.4,22399.15,133.65,750.8499999999985,617.1999999999986,True
2025-03-21,2025-04-09,21500.0,23350.4,22399.15,8.5,0.0,-8.5,False
2025-03-21,2025-04-09,23100.0,23350.4,22399.15,124.35,700.8499999999985,576.4999999999985,True
2025-03-21,2025-04-09,23050.0,23350.4,22399.15,111.4,650.8499999999985,539.4499999999986,True
2025-03-21,2025-04-09,21450.0,23350.4,22399.15,65.0,0.0,-65.0,False
2025-03-21,2025-04-09,21400.0,23350.4,22399.15,6.8,0.0,-6.8,False
2025-03-21,2025-04-09,23000.0,23350.4,22399.15,100.55,600.8499999999985,500.29999999999853,True
2025-03-21,2025-04-09,24950.0,23350.4,22399.15,1481.85,2550.8499999999985,1068.9999999999986,True
2025-03-21,2025-04-09,21350.0,23350.4,22399.15,26.8,0.0,-26.8,False
2025-03-21,2025-04-09,21300.0,23350.4,22399.15,7.0,0.0,-7.0,False
2025-03-21,2025-04-09,22950.0,23350.4,22399.15,89.3,550.8499999999985,461.54999999999853,True
2025-03-21,2025-04-09,22900.0,23350.4,22399.15,81.1,500.84999999999854,419.7499999999985,True
2025-03-21,2025-04-09,24900.0,23350.4,22399.15,1433.35,2500.8499999999985,1067.4999999999986,True
2025-03-21,2025-04-09,21550.0,23350.4,22399.15,78.75,0.0,-78.75,False
2025-03-20,2025-04-09,20900.0,23190.65,22399.15,13.9,0.0,-13.9,False
2025-03-21,2025-04-09,22200.0,23350.4,22399.15,20.55,0.0,-20.55,False
2025-03-21,2025-04-09,21900.0,23350.4,22399.15,13.6,0.0,-13.6,False
2025-03-20,2025-04-09,21000.0,23190.65,22399.15,8.15,0.0,-8.15,False
2025-03-20,2025-04-09,20950.0,23190.65,22399.15,15.15,0.0,-15.15,False
2025-03-20,2025-04-09,21950.0,23190.65,22399.15,21.35,0.0,-21.35,False
2025-03-20,2025-04-09,21900.0,23190.65,22399.15,19.45,0.0,-19.45,False
2025-03-20,2025-04-09,23500.0,23190.65,22399.15,370.15,1100.8499999999985,730.6999999999986,True
2025-03-20,2025-04-09,22200.0,23190.65,22399.15,34.5,0.0,-34.5,False
2025-03-20,2025-04-09,22150.0,23190.65,22399.15,30.4,0.0,-30.4,False
2025-03-20,2025-04-09,21850.0,23190.65,22399.15,17.3,0.0,-17.3,False
2025-03-20,2025-04-09,23450.0,23190.65,22399.15,338.45,1050.8499999999985,712.3999999999985,True
2025-03-20,2025-04-09,23400.0,23190.65,22399.15,318.45,1000.8499999999985,682.3999999999985,True
2025-03-20,2025-04-09,21800.0,23190.65,22399.15,17.1,0.0,-17.1,False
2025-03-20,2025-04-09,21750.0,23190.65,22399.15,113.05,0.0,-113.05,False
2025-03-21,2025-04-09,23500.0,23350.4,22399.15,266.65,1100.8499999999985,834.1999999999986,True
2025-03-20,2025-04-09,23350.0,23190.65,22399.15,277.95,950.8499999999985,672.8999999999985,True
2025-03-21,2025-04-09,21150.0,23350.4,22399.15,6.85,0.0,-6.85,False
2025-03-21,2025-04-09,20800.0,23350.4,22399.15,5.1,0.0,-5.1,False
2025-03-21,2025-04-09,20750.0,23350.4,22399.15,3.8,0.0,-3.8,False
2025-03-21,2025-04-09,21100.0,23350.4,22399.15,31.2,0.0,-31.2,False
2025-03-21,2025-04-09,21050.0,23350.4,22399.15,5.75,0.0,-5.75,False
